t_s,phi_deg,roll_deg,pitch_deg,yaw_deg,pos_x,pos_y,pos_z,u0,u1,u2,u3,wx,wy,wz,wx_dot,wy_dot,wz_dot,pred_wx_dot,pred_wy_dot,pred_wz_dot,pred_nogyro_wx_dot,pred_nogyro_wy_dot,pred_nogyro_wz_dot,tau_gyro_x,tau_gyro_y,tau_gyro_z,flap_damp_x,flap_damp_y,flap_damp_z,flap_prec_x,flap_prec_y,flap_prec_z,tau_cmd_x,tau_cmd_y,tau_cmd_z,spd0,spd1,spd2,spd3,sem_lift,sem_roll,sem_pitch,sem_yaw
0.000000000000000000e+00,8.500000000000000000e+01,-3.506893482432094089e-01,-8.605574978827085220e-01,1.129068140907787807e+02,2.639302657070519698e-01,-1.017902612811217411e+00,-4.309124941065636816e-01,8.254411816596984863e-02,9.142782539129257202e-02,1.135386526584625244e-01,1.915897876024246216e-01,7.728724194999704068e-03,3.950195493746901966e-03,5.849468468321980183e-03,-1.017826054051778617e-01,-1.031003871485324519e-01,-3.026103012819345572e-01,-3.565147376578721605e+00,8.501251695353863325e-02,-3.372247547602077677e+00,-3.540565929615264729e+00,7.785299146610652476e-02,-3.398818669712458718e+00,-1.864690368981706352e-05,7.419162736518735302e-04,3.589845773251318373e-03,-9.508813675658293278e-04,1.816394935917341112e-07,-7.115901044843055481e-04,2.859658328652094270e-05,5.184319230934913618e-06,-4.128480748513545814e-05,-1.355261682626514863e-01,8.122883091817623830e-03,-3.628862894505148207e-01,5.835869154334068221e-02,9.142782539129257202e-02,1.135386526584625244e-01,1.915897876024246216e-01,1.197750959545373917e-01,3.458371385931968689e-02,-4.346742108464241028e-02,-6.557824835181236267e-02
9.999999999990905053e-03,8.458333333333371229e+01,-3.507617691396683335e-01,-8.567534140010182320e-01,1.129058692785055058e+02,2.638541243579415885e-01,-1.018162024542229593e+00,-4.316362670518289479e-01,8.585964157143341491e-02,9.867909422256641860e-02,1.192564096583745847e-01,1.971916638213546957e-01,9.484854708678639237e-03,2.209561280599068797e-03,5.701945859817654505e-03,-1.943203104979999429e-01,-1.109000294136219811e-01,-3.176704256849880448e-01,-3.531865471475252871e+00,7.149484717137416512e-02,-3.366287139438031595e+00,-3.502170348930097710e+00,6.017656766623267345e-02,-3.393052097248824506e+00,-1.883721467261167691e-05,1.172836348240837876e-03,3.614145216791616808e-03,-1.163109163850729270e-03,1.719340319493069983e-06,-6.913858563683410218e-04,2.881713611554791556e-05,6.860759134216898683e-06,-5.059423993266319846e-05,-1.359972143289288338e-01,6.277603413204537949e-03,-3.641092650574374590e-01,5.850986801047660529e-02,9.189548158056767835e-02,1.139074080462434274e-01,1.919510694892631042e-01,1.252467023184322681e-01,3.255790075592356059e-02,-4.537735340705655734e-02,-6.595466884286473042e-02
1.999999999998181011e-02,8.416666666666743879e+01,-3.498269638407638382e-01,-8.492554657125730433e-01,1.129006461989188637e+02,2.638155059986190265e-01,-1.019336714893633644e+00,-4.318693610653215886e-01,8.917516497689696731e-02,1.059303630538402652e-01,1.249741666582866451e-01,2.027935400402847421e-01,5.921398268948821139e-03,7.155709294730264181e-03,2.472287474566422713e-03,-2.355757953240114888e-01,-7.510959668709134285e-02,-3.252751057274289037e-01,-3.480584581322030857e+00,6.190514625935800153e-02,-3.366569592031951164e+00,-3.462329385694692174e+00,4.250969157490535472e-02,-3.397315514930427494e+00,-5.095116446992930433e-06,2.027059375050908191e-03,3.640018535344814558e-03,-7.215479122058840802e-04,-7.037090542963808011e-06,-2.924452953362014678e-04,7.632548586183220046e-06,4.572767395803875842e-06,-3.151605747480926226e-05,-1.363693955631793409e-01,4.436372968271954861e-03,-3.664098122694223192e-01,5.880247111859059073e-02,9.280063340150292162e-02,1.146211366750614080e-01,1.926503331048043943e-01,1.307183086823271445e-01,3.053208765252739265e-02,-4.728728572947069747e-02,-6.633108933391708428e-02
2.999999999997271516e-02,8.375000000000113687e+01,-3.488928485522637124e-01,-8.417574429150828097e-01,1.128954239292946653e+02,2.637787645750737653e-01,-1.019395528561137132e+00,-4.324748085789682506e-01,9.249068838236053358e-02,1.131816318851140979e-01,1.306919236581987054e-01,2.083954162592148163e-01,7.069938089416659410e-03,1.561468405246762073e-02,-2.289693903208066261e-03,-1.865558680641671574e-01,-1.623384219676308332e-02,-3.474653800117835090e-01,-3.442426828210544354e+00,5.151308043388259233e-02,-3.374533596006549452e+00,-3.420839671275959226e+00,2.467191638894519062e-02,-3.410845807533871898e+00,1.638922017275847866e-05,2.820453159744409650e-03,3.686758531855829826e-03,-8.536946171392583186e-04,-2.435689401030692808e-05,2.869127975660511328e-04,-2.490997520773120363e-05,5.777730428229245675e-06,-3.751355027416084404e-05,-1.366323344253182748e-01,2.576540477796597853e-03,-3.697204976054201397e-01,5.922737983720910426e-02,9.411506544177702938e-02,1.156575901805185630e-01,1.936657809883602088e-01,1.361899150462220209e-01,2.850627454913126635e-02,-4.919721805188483760e-02,-6.670750982496945203e-02
4.000000000002046363e-02,8.333333333333247595e+01,-3.479594232219825889e-01,-8.342593454805286024e-01,1.128902024695959199e+02,2.632494179916946009e-01,-1.019529446374062065e+00,-4.332188406570097738e-01,9.580621178784294589e-02,1.204329007164291615e-01,1.364096806581432397e-01,2.139972924781767261e-01,1.380592702735095392e-02,2.823914188886835278e-02,-8.868692162911495994e-03,-4.773196198833178083e-02,1.670892648172616138e-02,-4.094208883035332924e-01,-3.418631643865380543e+00,4.006112746259908597e-02,-3.389374411546383303e+00,-3.377360425139992017e+00,6.404153902288167895e-03,-3.433030796617647873e+00,4.761967532506844209e-05,3.555544225148067183e-03,3.757400040738229346e-03,-1.647826341214733139e-03,-5.401406819662739003e-05,1.071613235448501964e-03,-7.110287768810380667e-05,1.184737570723028404e-05,-7.296243970396006117e-05,-1.367699323287643598e-01,6.768962533464711537e-04,-3.739792360163776141e-01,5.977606137861434660e-02,9.581238198608059420e-02,1.169959550623172334e-01,1.949770214632027820e-01,1.416615214101480391e-01,2.648046144572363536e-02,-5.110715037430985097e-02,-6.708393031602392920e-02
5.000000000001136868e-02,8.291666666666618823e+01,-3.470266877978207543e-01,-8.267611732810118408e-01,1.128849818197855797e+02,2.639189628537077503e-01,-1.019161175124978058e+00,-4.338707626903280934e-01,9.912173519330649829e-02,1.276841695477030081e-01,1.421274376580553001e-01,2.195991686971067725e-01,1.487717303938450482e-02,2.661416500986774764e-02,-1.762838052368578129e-02,6.665810232321318918e-02,2.853152618537817264e-02,-4.812246181472580875e-01,-3.375048129364072391e+00,2.766715614905122106e-02,-3.409910926927927743e+00,-3.331485203265015294e+00,-1.245976043833651320e-02,-3.462934743834610529e+00,7.951711851541856647e-05,4.241859575852614458e-03,3.811774526602785661e-03,-1.751280802917949382e-03,-6.645215663101022494e-05,2.071989671058926518e-03,-1.165164094928729265e-04,1.331443786580598613e-05,-7.823079027174982894e-05,-1.367615421628902705e-01,-1.282686213321091590e-03,-3.791287539269492246e-01,6.044053326029278500e-02,9.786788965836140664e-02,1.186167601455418164e-01,1.965649779733126545e-01,1.471331277740429155e-01,2.445464834232748130e-02,-5.301708269672399110e-02,-6.746035080707628306e-02
6.000000000000227374e-02,8.249999999999990052e+01,-3.490884091260444411e-01,-8.313544668040736552e-01,1.128626768748344062e+02,2.634270251660664752e-01,-1.019462905681397524e+00,-4.349473245732920490e-01,1.024372585987700646e-01,1.349354383789768685e-01,1.478451946579673604e-01,2.252010449160368466e-01,8.287490545045525861e-03,5.718428267789576330e-03,-2.933720729687993439e-02,1.054612626352737469e-02,1.802334732641843254e-02,-5.300256284196597223e-01,-3.307039958947695535e+00,1.444879626128738742e-02,-3.434974076446011271e+00,-3.282801818300540742e+00,-3.197966595527402395e-02,-3.499919523848183278e+00,1.104708145075235796e-04,4.884435164370284216e-03,3.841595260342680306e-03,-9.602695561967737820e-04,-4.572130359053588064e-05,3.348092771781535811e-03,-1.586368130640810996e-04,7.688835999030577690e-06,-4.331472380387810608e-05,-1.365829625497854971e-01,-3.321537349102854104e-03,-3.851161127103480686e-01,6.121332781409600382e-02,1.002584876328413005e-01,1.205017900100540523e-01,1.984118042672853577e-01,1.526047341379377920e-01,2.242883523893134112e-02,-5.492701501913814510e-02,-6.783677129812863693e-02
6.999999999999317879e-02,8.208333333333361281e+01,-3.518983075064838206e-01,-8.389832425687181461e-01,1.128360905932412948e+02,2.636691292679406717e-01,-1.019791034621466252e+00,-4.350690464359464049e-01,1.057527820042336308e-01,1.421867072102507012e-01,1.535629516578794207e-01,2.308029211349669207e-01,-8.675558305652423391e-04,-9.542049136765654721e-03,-3.825029132631969225e-02,-9.081720333570937609e-02,-2.176305049473340608e-02,-5.515211599180819269e-01,-3.229716671282329532e+00,-1.907315933473739200e-05,-3.470308180147463784e+00,-3.230763137207289581e+00,-5.227186954272366320e-02,-3.543815647799442470e+00,1.346901688531615415e-04,5.483590593829735377e-03,3.864151307481761971e-03,9.877728933206508116e-05,-2.860268765201990894e-05,4.260169236522240443e-03,-1.893482705385468503e-04,-8.300008684807401861e-07,4.501667809920181908e-06,-1.362072780457849741e-01,-5.458419392577655224e-03,-3.918922853802178086e-01,6.208745898430922255e-02,1.029625649256447895e-01,1.226340040030793610e-01,2.005008050522753549e-01,1.580763405018326684e-01,2.040302213553521482e-02,-5.683694734155228523e-02,-6.821319178918100468e-02
7.999999999998408384e-02,8.166666666666732510e+01,-3.547047130457477437e-01,-8.466134192419165760e-01,1.128095108612584312e+02,2.624676201137745579e-01,-1.021479034589699353e+00,-4.355213508314217385e-01,1.090683054096971971e-01,1.494379760415245340e-01,1.592807086577914810e-01,2.364047973538969671e-01,-1.596590791466764511e-02,-1.174704180715244704e-02,-4.068633951311238089e-02,-5.196952933939116143e-02,-9.108235540831348398e-02,-5.371170288496337486e-01,-3.134233520062550404e+00,-1.597807783290725731e-02,-3.518640169213993918e+00,-3.174731186262873983e+00,-7.345909089445211426e-02,-3.594056128173445330e+00,1.440655667304724169e-04,6.044817228448500640e-03,3.865900945824076416e-03,1.783613085196463464e-03,-2.958292021497156709e-05,4.433254163604076654e-03,-1.978188680873685856e-04,-1.567871862384942732e-05,8.215377531680920534e-05,-1.356055663849727866e-01,-7.711705310068770261e-03,-3.994117801640451604e-01,6.305639126701348407e-02,1.059599043104029470e-01,1.249974604749175960e-01,2.028163617652085360e-01,1.635479468657275448e-01,1.837720903213907464e-02,-5.874687966396641148e-02,-6.858961228023335854e-02
8.999999999997498890e-02,8.125000000000103739e+01,-3.575076258822570963e-01,-8.542449969672220034e-01,1.127829376848243328e+02,2.624577178479923778e-01,-1.021512821914815738e+00,-4.357890678826774056e-01,1.123838288151607634e-01,1.566892448727983944e-01,1.649984656577035413e-01,2.420066735728270413e-01,-2.862886735841186844e-02,-1.188194181629251452e-02,-4.276832864723573158e-02,6.576058527820129174e-02,-1.370979388932958565e-01,-5.476190447826183583e-01,-3.042973164881459969e+00,-3.454225544489581551e-02,-3.572934275276995919e+00,-3.114201525909449320e+00,-9.596629811438821267e-02,-3.650031064469450914e+00,1.539977394319638022e-04,6.474584976091628773e-03,3.909131780058253819e-03,3.134092326951228025e-03,-3.517863363065120401e-05,4.555499296806957664e-03,-2.060455260129263010e-04,-2.874094655685453372e-05,1.459105016757610094e-04,-1.347474911376247420e-01,-1.009951736113769843e-02,-4.076323053952199960e-01,6.411401065264187016e-02,1.092315924306296732e-01,1.275772459009213433e-01,2.053438631312328455e-01,1.690195532296224490e-01,1.635139592874293446e-02,-6.065681198638056548e-02,-6.896603277128569853e-02
