t_s,phi_deg,roll_deg,pitch_deg,yaw_deg,pos_x,pos_y,pos_z,u0,u1,u2,u3,wx,wy,wz,wx_dot,wy_dot,wz_dot,pred_wx_dot,pred_wy_dot,pred_wz_dot,pred_nogyro_wx_dot,pred_nogyro_wy_dot,pred_nogyro_wz_dot,tau_gyro_x,tau_gyro_y,tau_gyro_z,flap_damp_x,flap_damp_y,flap_damp_z,flap_prec_x,flap_prec_y,flap_prec_z,tau_cmd_x,tau_cmd_y,tau_cmd_z,spd0,spd1,spd2,spd3,sem_lift,sem_roll,sem_pitch,sem_yaw
1.099999999999909051e+00,8.500000000000000000e+01,-2.161133257903741622e+01,-9.018181167289775146e+00,-7.700399983843200857e+01,-3.239363408220369972e-02,-3.786242207029910101e-01,-1.145772569044321149e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.755481400071698728e+00,2.846354794883361627e+00,-1.051037519809598386e+01,8.417958742764897195e+00,1.294907571972773574e+01,-2.771116502380384539e+00,-3.499669873564048572e+01,1.258478074795017676e+01,-3.783780803029191731e+01,-3.722593942266371414e+01,1.253646774401096309e+01,-4.129817831263957117e+01,1.099887961484805055e-02,-9.178430726312384810e-04,-1.238458024504065710e-02,6.487921767293992892e-02,6.400753935821262841e-03,3.835427838075267104e-01,9.453055335102877876e-03,-4.401954625839564874e-04,-1.698094972239105882e-03,-1.496528982664104612e+00,4.479727764742323648e-02,-4.739635707033733603e+00,2.979423343935249657e-01,1.788177578792070344e-01,4.805613587397511988e-01,6.184091156686174484e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.109999999999899956e+00,8.500000000000000000e+01,-2.180995124308807931e+01,-9.974914704578099034e+00,-8.394224478808320100e+01,-3.239638505322941370e-02,-3.785460578712101509e-01,-1.145326277189243486e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.700569796381434129e+00,3.048511409128393357e+00,-1.052331221607017220e+01,1.063309318585339902e+01,1.258531817679388354e+01,-2.073986177295665367e+00,-2.991495636991068707e+01,1.217024281203504543e+01,-3.192228654201963423e+01,-3.221039466448084454e+01,1.211861303815856949e+01,-3.564086656429187627e+01,1.061854323415222304e-02,-9.460937581009408112e-04,-1.155578489311074979e-02,6.718259871117152060e-02,6.790823699279653798e-03,4.103430585742666725e-01,1.006393094276774106e-02,-4.558235468611557544e-04,-1.758381762068929061e-03,-1.309722236802110196e+00,3.920538216278381810e-02,-4.148002712779179646e+00,2.787271349617685967e-01,1.672852615436907775e-01,4.495685078373223287e-01,5.785260473152172844e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.119999999999890861e+00,8.500000000000000000e+01,-2.101777550590450261e+01,-1.030103614210139007e+01,-8.974588737140442163e+01,-3.236485545108514633e-02,-3.786609769228134192e-01,-1.145967368138857551e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.537919689033087955e+00,3.176122856507714864e+00,-1.049537542593912498e+01,1.287564826027301379e+01,1.234159478987150571e+01,-1.359823579344745959e+00,-2.562086608311601665e+01,1.097430208006567298e+01,-2.699684068216692268e+01,-2.786092594909441900e+01,1.092038025294781711e+01,-3.097678101961156827e+01,1.010951800442172477e-02,-1.127388247155489218e-03,-1.072717554855652684e-02,6.494548434432428907e-02,7.196174934276622706e-03,4.373610637951770852e-01,1.069028815349221638e-02,-4.406450717054934650e-04,-1.699829381277021163e-03,-1.146233957006455917e+00,3.431150443175068343e-02,-3.630221301542104761e+00,2.607511816745849420e-01,1.564965306669637846e-01,4.205744793320566610e-01,5.412151582861179921e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.130000000000109139e+00,8.500000000000000000e+01,-2.023352683233224525e+01,-1.056781088961028736e+01,-9.588099815263612413e+01,-3.248261114917884440e-02,-3.790033259759732487e-01,-1.147288187934361742e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.368684545801987174e+00,3.299178062789924315e+00,-1.046494040644887491e+01,1.511550265257148951e+01,1.212402814885315117e+01,-6.988726590166173258e-01,-2.188669583504383453e+01,9.743158491024068724e+00,-2.270445811806729353e+01,-2.404854240093292717e+01,9.686489475601094412e+00,-2.696107639570561076e+01,9.614436174949289940e-03,-1.290540633743756868e-03,-9.954224128970793478e-03,6.178337549586410127e-02,7.624613274230526011e-03,4.660459636713963905e-01,1.135362039078573020e-02,-4.191906519819754099e-04,-1.617066960122202348e-03,-1.003153376553071130e+00,3.002851321489206915e-02,-3.177072825331013206e+00,2.439345518118225808e-01,1.464035975721593996e-01,3.934503631411747637e-01,5.063105609816560548e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.140000000000100044e+00,8.500000000000000000e+01,-1.954596267490356709e+01,-1.082990384864154088e+01,-1.024593832535642548e+02,-3.246670914946851033e-02,-3.789221657573212387e-01,-1.146946996340001829e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-1.131428752304705965e+00,3.441408259399436620e+00,-1.042982806283191977e+01,1.727119469744318536e+01,1.143179001416415907e+01,2.597595027502538553e-02,-1.871137124710243782e+01,8.054472460924506194e+00,-1.908225482393127237e+01,-2.069171724959229763e+01,7.995266750874328032e+00,-2.363162414065067196e+01,9.164066930047887888e-03,-1.516645119468380126e-03,-9.205851470430884489e-03,5.459444368908476092e-02,8.066711865664622297e-03,4.963661554993845648e-01,1.204542027459492952e-02,-3.704148609710176867e-04,-1.428909806033191706e-03,-8.779330700670912035e-01,2.628015357620209352e-02,-2.780489369386097920e+00,2.282024771105171101e-01,1.369615881625131093e-01,3.680755629817955565e-01,4.736570663936160996e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.150000000000090949e+00,8.500000000000000000e+01,-1.895631143900116555e+01,-1.108730835888716548e+01,-1.094238889251343636e+02,-3.237135452228933480e-02,-3.786834026151244537e-01,-1.145935395489597192e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.805459674160394101e-01,3.587479898675563827e+00,-1.039377868236856806e+01,1.932326047011256875e+01,9.955552169688861142e+00,9.038069567256159509e-01,-1.599306263760618663e+01,6.288226434320710823e+00,-1.597567749060626596e+01,-1.774157938554293779e+01,6.225969396122219557e+00,-2.083574820778837022e+01,8.736091607359946706e-03,-1.724838575185191382e-03,-8.506888573342268403e-03,4.541781447026755486e-02,8.531128567071548374e-03,5.286002740138776579e-01,1.277603574086113442e-02,-3.081528502867626708e-04,-1.188728304198047835e-03,-7.683435988281810403e-01,2.299968923024318240e-02,-2.433410109969263768e+00,2.134850113384066383e-01,1.281285224070547457e-01,3.443372601889149176e-01,4.431094941208126303e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.160000000000081855e+00,8.500000000000000000e+01,-1.846544610187155655e+01,-1.134001737358659589e+01,-1.166664052429387368e+02,-3.225003535324121040e-02,-3.788548713562566173e-01,-1.147777594788742667e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-6.190451374596197542e-01,3.660525457318803966e+00,-1.036409762305696525e+01,2.126232768639091120e+01,8.046883484464004255e+00,1.778826637946095302e+00,-1.373331971951062513e+01,4.469132923384315781e+00,-1.334921829516360958e+01,-1.519530513036730923e+01,4.402884198234207958e+00,-1.854355494878279131e+01,8.244375078660097500e-03,-1.911985506431135469e-03,-7.855624599616228484e-03,3.413103683142194866e-02,9.058332551103529667e-03,5.633428229830330647e-01,1.358664770620740016e-02,-2.315738087690328651e-04,-8.933175232308425764e-04,-6.724338175518621563e-01,2.012871436058825611e-02,-2.129655602534464176e+00,1.997167193066335389e-01,1.198651276935798621e-01,3.221299121133794907e-01,4.145320268838467714e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.170000000000072760e+00,8.500000000000000000e+01,-1.721416820832806138e+01,-1.116938562234002497e+01,-1.230587844181232811e+02,-3.223060943132526057e-02,-3.788375538792168040e-01,-1.147687702931790427e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-3.537493689039040712e-01,3.707471155735355239e+00,-1.033669263128861182e+01,2.294403743187031353e+01,6.070818062475058952e+00,2.434394448177030768e+00,-1.185338631771007734e+01,2.639287250673850505e+00,-1.109312828705689924e+01,-1.297840284334403727e+01,2.568212173871545989e+00,-1.664462756642111074e+01,7.752721620497185495e-03,-2.071869858196580694e-03,-7.251588147486091700e-03,2.084854752933458163e-02,9.631852276693140397e-03,6.005250208894166164e-01,1.446225351551867072e-02,-1.414541721224669187e-04,-5.456726361362560602e-04,-5.884961359435831874e-01,1.761611375502347698e-02,-1.863817762088495256e+00,1.868363859389546300e-01,1.121346642190507725e-01,3.013547828696876429e-01,3.877976066691530277e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.180000000000063665e+00,8.500000000000000000e+01,-1.568222307775854496e+01,-1.071771564083353567e+01,-1.293313400432410560e+02,-3.228189717973286438e-02,-3.789352519869120250e-01,-1.147911130908712135e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,-8.058549314867402558e-02,3.755880010707681294e+00,-1.032250839231604900e+01,2.430249348455060243e+01,4.148725486498166859e+00,2.703984190287371803e+00,-1.030538401655422476e+01,7.703069917398436273e-01,-9.150594654842853615e+00,-1.103133867506186760e+01,6.935589098778595085e-01,-1.509013394313112855e+01,7.296195455796725994e-03,-2.211036007173028221e-03,-6.690087199943981454e-03,5.076798935915937186e-03,1.025613480877228534e-02,6.409813483295643266e-01,1.541518842901872313e-02,-3.444529598533284804e-05,-1.328759355824249725e-04,-5.150361165376955430e-01,1.541715274362202154e-02,-1.631163576938187143e+00,1.747867441039551994e-01,1.049027616410970198e-01,2.819195043472793039e-01,3.627873698175365647e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.190000000000054570e+00,8.500000000000000000e+01,-1.431269897105491395e+01,-1.018207343886506244e+01,-1.359548216857999421e+02,-3.228115507162945125e-02,-3.789010821216473590e-01,-1.148067663927932053e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.932450053564657433e-01,3.805364943750483953e+00,-1.030858828381152392e+01,2.517775013385668004e+01,2.512396085054389605e+00,2.628391134244540073e+00,-9.054478427965936049e+00,-1.094717885697670701e+00,-7.472294975564590658e+00,-9.323160475493990518e+00,-1.177922239732183129e+00,-1.382571449821026377e+01,6.867398675133128474e-03,-2.324256807791710497e-03,-6.170635945093176297e-03,-1.301350667344945526e-02,1.092049518597447248e-02,6.841779752581376162e-01,1.643075287229015316e-02,8.829463109182569467e-05,3.406047582876659961e-04,-4.507458675372852386e-01,1.349268073682776369e-02,-1.427550841530959680e+00,1.635142200001840351e-01,9.813726626435312350e-02,2.637376655335313402e-01,3.393901185455541758e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.200000000000045475e+00,8.500000000000000000e+01,-1.310612659331376761e+01,-9.562843771476863708e+00,-1.427942847249704528e+02,-3.224736032706360805e-02,-3.788892529912603058e-01,-1.147853186681591781e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.769890539404911256e-01,3.873604568338574250e+00,-1.029612195846542910e+01,2.552422934461049664e+01,7.763889824801533113e-01,2.489777669259390702e+00,-8.082656829920578545e+00,-3.019176671210624274e+00,-6.049576006016404328e+00,-7.812299499421520466e+00,-3.109523346506287034e+00,-1.284531824090174545e+01,6.480391246753735776e-03,-2.422341349866651439e-03,-5.687380248617803120e-03,-3.433582126376005794e-02,1.161939764467029984e-02,7.303629793715606944e-01,1.750665845284716041e-02,2.329632394859303124e-04,8.986773815555703033e-04,-3.944807569374989553e-01,1.180843418323640134e-02,-1.249354408085202817e+00,1.529686949621688330e-01,9.180809808221009061e-02,2.467284283225511243e-01,3.175018265500747505e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.210000000000036380e+00,8.500000000000000000e+01,-1.206213005447625441e+01,-8.860422809973982794e+00,-1.496820065918047931e+02,-3.223525830714379925e-02,-3.788818752472667972e-01,-1.147698383671964112e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,7.607331025245165357e-01,3.941844192926664547e+00,-1.028365563311933251e+01,2.546114833142854295e+01,-1.404109250222620009e+00,2.416073760700848450e+00,-7.367218829720182605e+00,-4.936152072536828861e+00,-4.829616147112943736e+00,-6.485027937597398484e+00,-5.034467970577198415e+00,-1.209723033253250790e+01,6.114738462444327394e-03,-2.498106961079089514e-03,-5.240791957552713189e-03,-5.853617045896931936e-02,1.236276277566977257e-02,7.796642647987015451e-01,1.865281916953804783e-02,3.971588677744872448e-04,1.532077301726855918e-03,-3.452390333475648942e-01,1.033442653684319215e-02,-1.093401643984863947e+00,1.431032826282797876e-01,8.588711703837541289e-02,2.308161681016194233e-01,2.970251764978920628e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.220000000000027285e+00,8.500000000000000000e+01,-1.021646439491898128e+01,-7.861319060162765382e+00,-1.557281492302270181e+02,-3.223990725646791455e-02,-3.788614163257236211e-01,-1.147687258968585200e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.030003397343148164e+00,3.879570330867586847e+00,-1.023694063305351953e+01,2.499240466512655345e+01,-3.752989064083963378e+00,2.377388354811482252e+00,-6.956767708687679352e+00,-6.724863848923424037e+00,-3.689837766368218475e+00,-5.410553699779926617e+00,-6.832308002414342774e+00,-1.143629180766393461e+01,5.660459436086548446e-03,-2.542953929042689708e-03,-4.831959200699370571e-03,-8.471954502667734810e-02,1.318272987577955371e-02,8.296953596454230695e-01,1.987291320920320584e-02,5.748090166702942870e-04,2.217379287546309471e-03,-3.021439906779672668e-01,9.044414372654574485e-03,-9.569159458132486806e-01,1.338741204797095075e-01,8.034799791362827459e-02,2.159301375172970605e-01,2.778691273440271337e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
1.230000000000018190e+00,8.500000000000000000e+01,-8.497072781792141427e+00,-6.719777290566875116e+00,-1.619661089680300279e+02,-3.228839822599133963e-02,-3.788620893508006238e-01,-1.148338913571911868e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,1.296141614805296882e+00,3.789053737664317190e+00,-1.018281432142901188e+01,2.429443743019867696e+01,-5.944325979508326974e+00,2.414106219175723211e+00,-6.783722081632365786e+00,-8.467317099761968890e+00,-2.634072883016788325e+00,-4.495998355670542956e+00,-8.584849876785424883e+00,-1.088409696406220561e+01,5.217309837849772036e-03,-2.569384628494972289e-03,-4.454832706238164887e-03,-1.139594586928777825e-01,1.406378188737230153e-02,8.823185772437176499e-01,2.117237518481360214e-02,7.731973108555438784e-04,2.982680599217173850e-03,-2.644283591505178777e-01,7.915430145315836830e-03,-8.374673043425021612e-01,1.252401748237325918e-01,7.516611328150510363e-02,2.020041519262691931e-01,2.599485095549775027e-01,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
